date,max,min,sum
2013-07-03,3680,2520,76518
2013-07-04,3840,2541,79309
2013-07-05,3973,2624,82314
2013-07-06,3987,2588,81747
2013-07-07,4030,2494,81152
2013-07-08,4902,2593,93057
2013-07-09,4929,2795,96315
2013-07-10,4995,2845,97680
2013-07-11,5024,2900,99314
2013-07-12,4955,2960,99363
2013-07-13,4253,2824,88840
2013-07-14,4018,2646,83020
2013-07-15,4185,2597,83890
2013-07-16,4108,2553,82577
2013-07-17,3959,2598,81114
2013-07-18,4538,2598,88153
2013-07-19,4173,2646,83911
2013-07-20,3493,2494,73628
2013-07-21,3483,2317,70100
2013-07-22,4187,2420,82944
2013-07-23,4603,2673,88642
2013-07-24,3981,2637,81954
2013-07-25,4033,2583,82703
2013-07-26,4470,2627,87901
2013-07-27,4026,2606,81332
2013-07-28,3765,2375,75319
2013-07-29,3977,2489,81249
2013-07-30,4393,2606,86744
2013-07-31,4292,2667,86258
2013-08-01,4457,2676,87684
2013-08-02,4070,2631,82365
2013-08-03,3779,2489,77629
2013-08-04,3792,2447,76589
2013-08-05,4563,2564,89487
2013-08-06,4547,2779,90939
2013-08-07,4749,2730,93371
2013-08-08,4812,2782,95640
2013-08-09,5093,2892,100352
